/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_08_841.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_08_841.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_08_841.jpg,0,1,0,30.19028
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_08_911.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_08_911.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_08_911.jpg,0,1,0,30.19031
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_08_982.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_08_982.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_08_982.jpg,-0.15,1,0,30.1843
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_050.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_050.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_050.jpg,-0.3,1,0,30.16926
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_120.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_120.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_120.jpg,-0.2767169,1,0,30.18378
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_190.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_190.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_190.jpg,-0.09692091,1,0,30.19157
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_259.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_259.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_259.jpg,0,1,0,30.18901
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_328.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_328.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_328.jpg,0,1,0,30.18935
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_400.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_400.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_400.jpg,0,1,0,30.19024
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_469.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_469.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_469.jpg,0,1,0,30.1903
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_537.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_537.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_537.jpg,-0.2,1,0,30.18053
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_610.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_610.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_610.jpg,-0.35,1,0,30.16432
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_678.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_678.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_678.jpg,-0.2003519,1,0,30.18957
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_749.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_749.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_749.jpg,-0.02696997,1,0,30.1893
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_821.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_821.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_821.jpg,-0.1,1,0,30.19066
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_890.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_890.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_890.jpg,-0.25,1,0,30.18067
/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/center_2018_01_05_18_28_09_962.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/left_2018_01_05_18_28_09_962.jpg,/Users/ramseytw/projects/udacity/CarND/CarND-Behavioral-Cloning-P3/data2/IMG/right_2018_01_05_18_28_09_962.jpg,-0.1214071,1,0,30.19073
